Hewlett: {'mail_occurrences': 2, 'total_occurrences': 2, 'x_spam_probability': 0.11764705882352941}
duri: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
legal: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
term: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
appli: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
catio: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
tran: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
sferr: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
third: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
parti: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
exce: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
pt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
discl: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
osur: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
oblig: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
nor: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
inter: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
nati: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sfers: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
such: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
fore: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
seen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
You: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
can: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
exer: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
cise: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
acce: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ame: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ndm: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
canc: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ellati: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
oppo: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sitio: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
proc: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
essi: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
well: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
revo: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
cons: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
send: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
mun: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
follo: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
ba: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sede: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
dato: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
rsl: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
upda: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
wing: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
link: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
do: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
wish: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
recei: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
unsu: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
bscri: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
click: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
cont: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
atta: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
chm: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ents: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
stric: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
tly: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
confi: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
dent: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
recip: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ient: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ved: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
mes: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sage: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
mist: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
woul: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
eciat: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
notif: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
imm: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
edia: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
tely: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
out: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
osin: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
savi: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
copy: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Priv: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
acy: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Polic: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Hybride: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Embed: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Built: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
io: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
bilden: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
künftig: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
webMethods: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Integrationsplattform: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
AG: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
integriertes: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Angebot: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
22: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
é: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
Hybrid: {'mail_occurrences': 1, 'total_occurrences': 5, 'x_spam_probability': 0.058823529411764705}
Beste: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
könnte: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Trend: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
kennzeichnen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
unüberschaubaren: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Metamorphosen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
scheint: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Szene: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
On: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
Off: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
premise: {'mail_occurrences': 1, 'total_occurrences': 4, 'x_spam_probability': 0.058823529411764705}
Modell: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
geeinigt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Gemacht: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Szenarien: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Vorteil: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Komponenten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Technologiekonsistenz: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
sicherstellen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Deployments: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Transitions: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Anwendungen: {'mail_occurrences': 1, 'total_occurrences': 2, 'x_spam_probability': 0.058823529411764705}
sowohl: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
unterstützt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Public: {'mail_occurrences': 1, 'total_occurrences': 3, 'x_spam_probability': 0.058823529411764705}
Provider: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Partie: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
welchen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Features: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
GCP: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
anbietet: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Differenzierungspunkte: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gegenüber: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Serviceprovider: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
realisiert: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
2017: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
kündigten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
strategische: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Partnerschaft: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
mehreren: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Dimensionen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Zum: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Top: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Tier: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Technologiepartner: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
dedizierten: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Ressourcen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Investments: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Kraftfeld: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Infrastrukturen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
klar: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Richtung: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
hybride: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Betriebsmodelle: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Private: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Umgebungen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gepaart: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Services: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
profitieren: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
zahlreichen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
gewinnbringenden: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Anwendungsszenarien: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ausgeführt: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Goldschatz: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
LO: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
VC: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
aktuell: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
enormen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Übergang: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
ins: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
streben: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
durchgängige: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Arbeitsmethoden: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Abteilungen: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Prozesse: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
hinweg: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
steigenden: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
Wettbewerb: {'mail_occurrences': 1, 'total_occurrences': 1, 'x_spam_probability': 0.058823529411764705}
